Event Type,Organization Name,Facility Name,Direction,City,County,State,Create Time,Close Time,Event Description,Responding Organization Id,Latitude,Longitude
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2017-06-20 09:41:42,06/20/2017 12:56:44 PM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 10:40 AM, 06/20/2017 until further notice. [CARS CAD-171710185]",New York State Thruway-State Wide Operations Center - Albany,43.010768,-76.695543
accident,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2017-06-20 07:14:51,06/20/2017 09:03:42 AM,Accident on I-690 eastbound at Exit 8 - Hiawatha Boulevard (Syracuse) center lane is now re-opened and right lane remains closed,New York State Department of Transportation Region 3,43.059398,-76.185501
disabled vehicle,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2017-06-19 07:09:53,06/19/2017 10:11:49 AM,Disabled vehicle on I-690 eastbound at Exit 14 - Teall Avenue (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.052101,-76.125801
accident,New York State Department of Transportation Region 3,I-690,Eastbound,before Syracuse,Onondaga,NY,2017-06-19 06:50:50,06/19/2017 08:14:42 AM,Accident on I-690 eastbound before I-81 Southbound (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.0513,-76.149002
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2017-06-18 21:11:38,06/18/2017 11:41:44 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 10:09 PM, 06/18/2017 until further notice. [CARS CAD-171690594]",New York State Thruway-State Wide Operations Center - Albany,43.088673,-76.337803
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2017-06-18 18:47:36,06/18/2017 07:56:40 PM,"Accident on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 7:44 PM, 06/18/2017 until further notice. [CARS CAD-171690530]",New York State Thruway-State Wide Operations Center - Albany,43.105517,-76.293801
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2017-06-17 11:32:41,06/17/2017 01:44:48 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 12:51 PM, 06/17/2017 until further notice. [CARS CAD-171680235]",New York State Thruway-State Wide Operations Center - Albany,43.090868,-75.770275
incident,New York State Department of Transportation Region 4,NY 258,Both directions,between Groveland,Livingston,NY,2017-06-16 13:36:42,06/17/2017 09:13:38 AM,Flooding on NY 258 both directions between NY 63 North; END ROUTE (Groveland) and Town of Groveland and Town of West Sparta Line; START ROUTE NY 258; Sonyea Road; NY 36; Dansville Mount Morris Road (West Sparta) 2 all lanes of 2 lanes closed,New York State Department of Transportation Region 4,42.661399,-77.7667
incident,New York State Department of Transportation Region 4,NY 36,Both directions,between Sparta,Livingston,NY,2017-06-15 21:09:47,06/16/2017 12:37:39 AM,Flooding on NY 36 both directions between McMasterLane (Sparta) and Hackman Road all lanes closed,New York State Department of Transportation Region 4,42.611088,-77.755436
accident,New York State Department of Transportation Region 3,I-690,Westbound,before Geddes,Onondaga,NY,2017-06-15 19:55:33,06/15/2017 09:28:29 PM,Accident on I-690 westbound before Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes) left lane closed,New York State Department of Transportation Region 3,43.0764,-76.214302
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2017-06-15 09:44:45,06/15/2017 11:17:56 AM,"Accident on I-90 - NYS Thruway westbound between Exit 38 (I-90) - Liverpool (Rte 57) and Exit 39 (I-90) - State Fair (I-690) starting 10:42 AM, 06/15/2017 until further notice. [CARS CAD-171660167]",New York State Thruway-State Wide Operations Center - Albany,43.115691,-76.246288
incident,New York State Department of Transportation Region 3,I-690,Eastbound,ramp to Syracuse,Onondaga,NY,2017-06-15 09:06:00,06/15/2017 11:12:00 AM,Accident on I-690 eastbound ramp to I-81 Southbound (Syracuse) partial ramp closure,New York State Department of Transportation Region 3,43.0513,-76.149002
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2017-06-15 06:04:37,06/15/2017 07:31:41 AM,Accident on I-690 westbound at Exit 15 - Midler Avenue (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.0568,-76.108596
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2017-06-15 03:35:43,06/15/2017 04:47:42 AM,"Debris on roadway on I-90 - NYS Thruway westbound between Exit 36 (I-90) - Syracuse (I-81) and Exit 37 (I-90) - Electronics Parkway starting 4:34 AM, 06/15/2017 until further notice. [CARS CAD-171660040]",New York State Thruway-State Wide Operations Center - Albany,43.095162,-76.168977
accident,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2017-06-14 14:07:38,06/14/2017 03:09:51 PM,Accident on I-690 eastbound at Exit 14 - Teall Avenue (Syracuse) right lane closed TEST TEST TEST,New York State Department of Transportation Region 3,43.052101,-76.125801
accident,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2017-06-14 13:54:35,06/14/2017 03:00:51 PM,Accident on I-690 eastbound at Exit 11 and Exit 12 - West Street Arterial; West Genesee Street (Syracuse) right lane closed TEST TEST TEST R3,New York State Department of Transportation Region 3,43.055301,-76.163002
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,from Brutus,Cayuga,NY,2017-06-13 20:20:38,06/13/2017 09:38:35 PM,"Debris on roadway on I-90 - NYS Thruway westbound from after Exit 40 (I-90) - Weedsport (Rte 34) to Exit 41 (I-90) - Waterloo (Rte 414) starting 9:16 PM, 06/13/2017 until further notice. [CARS CAD-171640550]",New York State Thruway-State Wide Operations Center - Albany,43.026457,-76.667427
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2017-06-13 11:53:33,06/13/2017 02:38:51 PM,"Debris on roadway on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 12:49 PM, 06/13/2017 until further notice. [CARS CAD-171640260]",New York State Thruway-State Wide Operations Center - Albany,42.986005,-76.770621
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2017-06-13 11:23:34,06/13/2017 02:14:40 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 12:19 PM, 06/13/2017 until further notice. [CARS CAD-171640237]",New York State Thruway-State Wide Operations Center - Albany,43.06574,-76.54186
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2017-06-13 05:44:32,06/13/2017 07:14:23 AM,"Debris on roadway on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 6:41 AM, 06/13/2017 until 7:11 AM, 06/13/2017. [CARS CAD-171640038]",New York State Thruway-State Wide Operations Center - Albany,43.117439,-76.219318
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2017-06-13 02:29:36,06/13/2017 04:26:40 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 3:26 AM, 06/13/2017 until further notice. [CARS CAD-171640013]",New York State Thruway-State Wide Operations Center - Albany,43.088883,-76.336066
accident,New York State Department of Transportation Region 3,I-81,Northbound,at Salina,Onondaga,NY,2017-06-12 15:35:35,06/12/2017 05:04:29 PM,Accident on I-81 northbound at Exit 25A - I-90 (Salina) left and center lanes closed,New York State Department of Transportation Region 3,43.093898,-76.162902
accident,New York State Department of Transportation Region 3,I-481,Southbound,before De Witt,Onondaga,NY,2017-06-12 09:56:34,06/12/2017 11:18:39 AM,Accident on I-481 southbound before Exit 7 - NY 298 (De Witt) right lane closed,New York State Department of Transportation Region 3,43.107398,-76.052299
"delays, stop and go traffic, traffic congestion",New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,from Brutus,Cayuga,NY,2017-06-11 16:32:33,06/11/2017 06:08:20 PM,"Slow traffic, stop and go traffic, delays on I-90 - NYS Thruway eastbound from after Exit 40 (I-90) - Weedsport (Rte 34) to before Exit 38 (I-90) - Liverpool (Rte 57) starting 5:31 PM, 06/11/2017 until further notice. [CARS CAD-171620510]",New York State Thruway-State Wide Operations Center - Albany,43.095988,-76.311046
"delays, vehicle fire",New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2017-06-11 16:20:32,06/11/2017 06:38:30 PM,"Vehicle on fire, delays on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 5:50 PM, 06/11/2017 until further notice. [CARS CAD-171620498]",New York State Thruway-State Wide Operations Center - Albany,43.112959,-76.257514
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2017-06-11 15:44:26,06/11/2017 06:44:18 PM,"Debris on roadway on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 4:42 PM, 06/11/2017 until further notice. [CARS CAD-171620469]",New York State Thruway-State Wide Operations Center - Albany,43.087932,-76.398992
incident,New York State Department of Transportation Region 3,NY 370,Eastbound,Salina,Onondaga,NY,2017-06-11 08:20:32,06/11/2017 10:26:25 AM,Accident on NY 370 eastbound Onondaga Lake Parkway (Salina) all lanes closed,New York State Department of Transportation Region 3,43.0797,-76.179702
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2017-06-11 03:35:22,06/11/2017 05:38:27 AM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 4:34 AM, 06/11/2017 until further notice. [CARS CAD-171620058]",New York State Thruway-State Wide Operations Center - Albany,42.988798,-76.76154
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2017-06-10 19:11:26,06/10/2017 08:35:20 PM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 8:10 PM, 06/10/2017 until further notice. [CARS CAD-171610548]",New York State Thruway-State Wide Operations Center - Albany,42.997124,-76.734262
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2017-06-10 18:08:30,06/10/2017 08:35:20 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 7:06 PM, 06/10/2017 until further notice. [CARS CAD-171610503]",New York State Thruway-State Wide Operations Center - Albany,43.088501,-76.393113
accident,New York State Department of Transportation Region 3,I-81,Northbound,at Syracuse,Onondaga,NY,2017-06-10 17:48:23,06/10/2017 07:16:24 PM,Accident on I-81 northbound at I-690 East (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.049198,-76.142601
incident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2017-06-10 03:05:20,06/10/2017 04:42:25 AM,Accident on I-690 westbound at Exit 11 - West Street (Syracuse) all lanes closed,New York State Department of Transportation Region 3,43.054125,-76.153247
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2017-06-09 19:38:15,06/09/2017 08:59:23 PM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 8:36 PM, 06/09/2017 until further notice. [CARS CAD-171600566]",New York State Thruway-State Wide Operations Center - Albany,43.030142,-76.656741
accident,New York State Department of Transportation Region 3,I-481,Southbound,just past De Witt,Onondaga,NY,2017-06-09 15:18:24,06/09/2017 04:35:26 PM,Accident on I-481 southbound just past Exit 3E - NY 92; NY 5 (De Witt) left and center lanes closed,New York State Department of Transportation Region 3,43.029399,-76.061996
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2017-06-09 07:43:32,06/09/2017 09:21:23 AM,Accident on I-690 westbound at Exit 16N and Exit 16S - NY 635 Thompson Road (Syracuse) right and center lanes closed,New York State Department of Transportation Region 3,43.058998,-76.088096
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2017-06-09 06:35:25,06/09/2017 09:00:30 AM,Accident on I-690 westbound at Exit 14 - Teall Avenue (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.052101,-76.125801
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2017-06-08 13:47:29,06/08/2017 02:59:24 PM,"Debris on roadway on I-90 - NYS Thruway eastbound between Exit 35 (I-90) - Syracuse (Rte 298) and Exit 34A (I-90) - East Syracuse (I-481) starting 2:44 PM, 06/08/2017 until further notice. [CARS CAD-171590290]",New York State Thruway-State Wide Operations Center - Albany,43.093807,-76.08131
disabled truck,New York State Department of Transportation Region 3,I-690,Eastbound,before Syracuse,Onondaga,NY,2017-06-08 10:33:31,06/08/2017 11:59:28 AM,Disabled truck on I-690 eastbound before Exit 16N and Exit 16S - NY 635 Thompson Road (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.058998,-76.088096
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2017-06-08 09:05:31,06/08/2017 10:59:25 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 10:02 AM, 06/08/2017 until further notice. [CARS CAD-171590149]",New York State Thruway-State Wide Operations Center - Albany,43.117223,-76.218379
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2017-06-07 15:37:25,06/07/2017 06:08:15 PM,Accident on I-690 westbound at I-81 Northbound (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.0512,-76.145698
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2017-06-06 20:14:08,06/06/2017 11:20:17 PM,"Debris on roadway on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 9:12 PM, 06/06/2017 until further notice. [CARS CAD-171570412]",New York State Thruway-State Wide Operations Center - Albany,43.087184,-76.406832
